meta.name,Peak area - S10_GoatLiver_4 - No Normalization,Peak area - S11_ChickenLiver_3 - No Normalization,Peak area - S12_ChickenLiver_4 - No Normalization,Peak area - S13_ChickenHeart_5 - No Normalization,Peak area - S14_GoatLiver_5 - No Normalization,Peak area - S15_ChickenLiver_5 - No Normalization,Peak area - S16_ChickenLiver_6 - No Normalization,Peak area - S17_GoatLiver_6 - No Normalization,Peak area - S18_ChickenHeart_6 - No Normalization,Peak area - S1_ChickenHeart_1 - No Normalization,Peak area - S2_ChickenHeart_2 - No Normalization,Peak area - S3_ChickenLiver_1 - No Normalization,Peak area - S4_GoatLiver_1 - No Normalization,Peak area - S5_ChickenLiver_2 - No Normalization,Peak area - S6_GoatLiver_2 - No Normalization,Peak area - S7_ChickenHeart_3 - No Normalization,Peak area - S8_GoatLiver_3 - No Normalization,Peak area - S9_ChickenHeart_4 - No Normalization,Peak area - S10_QCS_1 - No Normalization,Peak area - S10_QCS_2 - No Normalization,Peak area - S10_QCS_3 - No Normalization,Peak area - S10_QCS_4 - No Normalization,Peak area - S10_QCS_5 - No Normalization,Peak area - S10_QCS_6 - No Normalization,Peak area - S11_QCS_1 - No Normalization,Peak area - S11_QCS_2 - No Normalization,Peak area - S11_QCS_3 - No Normalization,Peak area - S11_QCS_4 - No Normalization,Peak area - S11_QCS_5 - No Normalization,Peak area - S11_QCS_6 - No Normalization,Peak area - S12_QCS_1 - No Normalization,Peak area - S12_QCS_2 - No Normalization,Peak area - S12_QCS_3 - No Normalization,Peak area - S12_QCS_4 - No Normalization,Peak area - S12_QCS_5 - No Normalization,Peak area - S12_QCS_6 - No Normalization,Peak area - S13_QCS_1 - No Normalization,Peak area - S13_QCS_2 - No Normalization,Peak area - S13_QCS_3 - No Normalization,Peak area - S13_QCS_4 - No Normalization,Peak area - S13_QCS_5 - No Normalization,Peak area - S13_QCS_6 - No Normalization,Peak area - S14_QCS_1 - No Normalization,Peak area - S14_QCS_2 - No Normalization,Peak area - S14_QCS_3 - No Normalization,Peak area - S14_QCS_4 - No Normalization,Peak area - S14_QCS_5 - No Normalization,Peak area - S14_QCS_6 - No Normalization,Peak area - S15_QCS_1 - No Normalization,Peak area - S15_QCS_2 - No Normalization,Peak area - S15_QCS_3 - No Normalization,Peak area - S15_QCS_4 - No Normalization,Peak area - S15_QCS_5 - No Normalization,Peak area - S15_QCS_6 - No Normalization,Peak area - S16_QCS_1 - No Normalization,Peak area - S16_QCS_2 - No Normalization,Peak area - S16_QCS_3 - No Normalization,Peak area - S16_QCS_4 - No Normalization,Peak area - S16_QCS_5 - No Normalization,Peak area - S16_QCS_6 - No Normalization,Peak area - S17_QCS_1 - No Normalization,Peak area - S17_QCS_2 - No Normalization,Peak area - S17_QCS_3 - No Normalization,Peak area - S17_QCS_4 - No Normalization,Peak area - S17_QCS_5 - No Normalization,Peak area - S17_QCS_6 - No Normalization,Peak area - S18_QCS_1 - No Normalization,Peak area - S18_QCS_2 - No Normalization,Peak area - S18_QCS_3 - No Normalization,Peak area - S18_QCS_4 - No Normalization,Peak area - S18_QCS_5 - No Normalization,Peak area - S18_QCS_6 - No Normalization,Peak area - S1_QCS_1 - No Normalization,Peak area - S1_QCS_2 - No Normalization,Peak area - S1_QCS_3 - No Normalization,Peak area - S1_QCS_4 - No Normalization,Peak area - S1_QCS_5 - No Normalization,Peak area - S1_QCS_6 - No Normalization,Peak area - S2_QCS_1 - No Normalization,Peak area - S2_QCS_2 - No Normalization,Peak area - S2_QCS_3 - No Normalization,Peak area - S2_QCS_4 - No Normalization,Peak area - S2_QCS_5 - No Normalization,Peak area - S2_QCS_6 - No Normalization,Peak area - S3_QCS_1 - No Normalization,Peak area - S3_QCS_2 - No Normalization,Peak area - S3_QCS_3 - No Normalization,Peak area - S3_QCS_4 - No Normalization,Peak area - S3_QCS_5 - No Normalization,Peak area - S3_QCS_6 - No Normalization,Peak area - S4_QCS_1 - No Normalization,Peak area - S4_QCS_2 - No Normalization,Peak area - S4_QCS_3 - No Normalization,Peak area - S4_QCS_4 - No Normalization,Peak area - S4_QCS_5 - No Normalization,Peak area - S4_QCS_6 - No Normalization,Peak area - S5_QCS_1 - No Normalization,Peak area - S5_QCS_2 - No Normalization,Peak area - S5_QCS_3 - No Normalization,Peak area - S5_QCS_4 - No Normalization,Peak area - S5_QCS_5 - No Normalization,Peak area - S5_QCS_6 - No Normalization,Peak area - S6_QCS_1 - No Normalization,Peak area - S6_QCS_2 - No Normalization,Peak area - S6_QCS_3 - No Normalization,Peak area - S6_QCS_4 - No Normalization,Peak area - S6_QCS_5 - No Normalization,Peak area - S6_QCS_6 - No Normalization,Peak area - S7_QCS_1 - No Normalization,Peak area - S7_QCS_2 - No Normalization,Peak area - S7_QCS_3 - No Normalization,Peak area - S7_QCS_4 - No Normalization,Peak area - S7_QCS_5 - No Normalization,Peak area - S7_QCS_6 - No Normalization,Peak area - S8_QCS_1 - No Normalization,Peak area - S8_QCS_2 - No Normalization,Peak area - S8_QCS_3 - No Normalization,Peak area - S8_QCS_4 - No Normalization,Peak area - S8_QCS_5 - No Normalization,Peak area - S8_QCS_6 - No Normalization,Peak area - S9_QCS_1 - No Normalization,Peak area - S9_QCS_2 - No Normalization,Peak area - S9_QCS_3 - No Normalization,Peak area - S9_QCS_4 - No Normalization,Peak area - S9_QCS_5 - No Normalization,Peak area - S9_QCS_6 - No Normalization
148.12,656.0172,1123.4753,1039.914,1030.2277,989.04047,1350.2393,960.3018,639.5403,837.1291,1092.7991,916.5803,2041.0852,890.07275,1013.974,656.7203,1026.5251,987.38367,1003.92346,459.1888,469.6164,525.34863,457.8902,448.54413,435.98703,465.04373,457.60272,489.79617,437.8852,432.85715,423.1539,472.15567,445.6977,424.88217,378.97232,371.25684,381.93967,517.03973,498.12158,468.59464,434.0871,443.35413,447.84616,404.4179,402.80807,446.61725,405.0669,404.1564,392.88452,472.9851,476.40143,492.26706,414.50916,400.50446,418.4457,534.8211,515.5075,528.9939,444.61774,430.56387,435.26648,501.0966,493.33282,513.64215,496.8001,499.2624,471.97122,455.96155,457.62753,463.4799,406.13623,401.5819,413.15717,490.45938,497.6439,541.58685,494.39734,485.55167,496.4602,500.43814,487.70496,487.15958,460.0349,449.29233,473.64557,426.82465,434.23236,437.6986,390.73102,386.0891,438.42545,569.4805,566.93463,552.688,470.91913,476.61313,481.66144,488.7208,471.8652,510.14682,471.56464,470.5533,445.75952,462.58798,463.351,481.12997,445.04846,450.87866,417.13483,448.5288,443.71875,511.29788,510.41235,503.0434,493.99567,526.13055,514.072,535.1625,446.3575,441.063,447.47372,495.62878,499.83447,526.49,449.9391,437.00446,440.16293
158.086,81.178444,182.9798,178.36865,112.43044,105.28526,214.3895,165.8881,82.2926,101.76245,123.33203,102.14841,298.29288,102.177025,171.35773,85.309395,117.69845,108.45711,119.403786,123.11633,127.05243,144.3972,129.04088,126.37071,119.67952,128.13457,126.4362,144.80312,124.76594,123.088104,119.13809,121.595184,112.45346,114.06351,108.37759,107.66357,103.1297,148.5234,146.10185,146.60274,125.1906,125.154915,125.423454,111.34456,109.84381,120.34782,111.46736,111.18854,107.875694,140.30855,140.9414,148.90668,127.604385,125.013756,124.379555,143.75192,137.97075,140.13448,119.154884,114.87525,115.92589,153.86502,151.40355,160.11565,151.7234,152.43445,142.20276,125.15311,125.6634,125.4168,111.14895,111.66011,114.825386,158.44641,158.06792,179.13113,152.81961,144.28906,149.13332,144.32468,135.17293,141.19597,126.774506,121.5836,128.61797,125.28661,127.351204,131.55133,113.069046,111.56481,125.92667,155.11238,153.8942,151.01962,129.78621,132.01692,131.09537,150.81929,151.59297,152.9724,136.63937,136.3056,143.55516,122.19931,123.22782,130.6956,123.86933,124.77824,117.725945,145.96356,144.094,164.24245,151.25514,147.2662,145.98654,150.58209,145.01825,148.82756,121.98284,120.10055,120.90001,154.18456,156.01051,165.98782,139.76555,135.07321,132.36989
162.172,1186.0236,2264.8682,2198.1301,993.9545,1687.7622,2604.5535,2051.7173,1173.5775,939.7823,931.6659,839.54803,3809.1982,1697.4854,2124.2424,1190.1415,1116.5881,1727.4684,1081.42,1410.8052,1476.7687,1744.4572,1457.7505,1414.6089,1335.5663,1468.4182,1434.0957,1487.3877,1207.0769,1180.2423,1220.2195,1460.217,1349.1222,1265.6624,1033.1776,982.86536,1073.4674,1661.7489,1615.2944,1507.5397,1275.2734,1273.481,1369.5662,1206.11,1197.0802,1219.0647,1035.7816,1024.9686,1090.0851,1400.9456,1389.6886,1368.6633,992.16156,939.50433,1056.8804,1810.7152,1714.8688,1805.0844,1416.5255,1345.6332,1341.2908,1624.221,1593.8547,1588.6849,1510.8737,1497.0596,1493.9941,1395.7224,1416.7108,1445.6232,1117.2056,1090.9921,1197.2585,1545.308,1536.877,1449.5115,1302.1434,1304.3933,1440.9034,1383.1005,1350.836,1263.2394,1218.1844,1206.7526,1260.1847,1111.4226,1104.301,1014.248,926.5658,923.1781,1019.6723,1921.8431,1926.5958,1813.3549,1519.5005,1553.4812,1570.2175,1616.616,1520.8867,1637.5837,1401.3326,1398.6973,1252.3582,1384.7401,1402.7773,1439.9121,1261.668,1301.579,1176.0249,1398.068,1430.3578,1617.8447,1518.4021,1470.5696,1538.0547,1689.3761,1616.019,1643.7239,1203.9756,1187.4015,1237.7847,1537.9204,1538.5869,1491.4467,1081.0117,1053.4912,1171.2887
163.17,408.09494,515.04474,545.96063,762.9776,580.34,605.9459,486.05255,409.93793,626.30347,827.2954,699.4958,914.74835,544.3335,489.15662,400.66125,747.4468,588.35223,720.0941,232.77904,237.51016,268.91962,235.22931,229.73686,220.2297,234.16753,230.32088,249.40738,219.78111,217.6193,211.81334,233.85767,221.46828,215.83838,198.82806,195.64139,193.99162,263.22055,255.047,246.40439,223.39291,227.19756,223.70343,207.45963,205.9602,226.99883,208.8776,207.17175,199.42297,236.43259,237.44135,244.9158,211.55423,206.95856,208.72148,269.9858,259.0594,269.07303,225.672,218.49547,217.75113,251.9884,247.71623,260.27756,250.11044,251.18886,235.57603,228.70903,229.77036,233.53682,207.94917,207.15532,207.7118,245.68822,247.0703,272.37592,246.19751,239.53613,240.11191,238.51387,232.40869,237.4033,224.9872,222.09612,224.79164,214.07573,215.88556,219.05678,203.02408,202.09132,213.14401,287.31342,284.83844,281.19736,236.97496,239.79234,239.21889,259.40833,254.69934,255.41202,233.38339,233.28893,240.88777,230.14102,230.71458,237.851,221.77406,223.847,211.16652,226.4757,224.61882,262.7651,251.74673,247.22243,241.63095,269.39548,261.96997,276.46985,225.46431,222.90285,221.36188,247.89359,249.12386,261.83966,223.09048,218.86,216.85025
166.108,377.5601,1013.5582,958.72095,501.04596,522.30664,1213.7318,889.1325,367.14188,384.6572,513.91156,458.6005,1963.1088,519.0528,929.39844,368.13272,497.7997,553.68256,504.63605,207.0834,211.03677,225.80241,204.76642,203.86725,205.9616,210.13815,207.78133,224.51173,198.97964,196.44777,197.36102,212.06578,203.51225,194.3029,181.20221,179.1545,181.09242,239.37553,235.43283,226.17973,205.1464,205.23796,216.64076,193.48083,192.6715,202.598,187.1738,188.49063,189.13748,223.76497,223.27057,226.13426,201.9285,199.1562,201.21065,231.17432,227.01433,225.23065,194.88985,191.67752,199.06754,244.5493,242.21141,241.17105,231.83925,231.94098,232.82013,212.73857,212.94466,204.22813,185.9348,185.92186,195.19162,254.73672,254.94055,263.66815,233.8768,225.09174,243.73357,236.33316,230.46968,223.77116,208.71977,204.19655,222.76186,209.58589,210.3986,210.98846,182.93414,180.74199,203.38132,242.97269,241.80226,236.91914,203.28192,205.4686,207.28122,237.85477,234.85652,241.02454,216.25597,214.95172,222.95058,211.0511,211.8033,216.90878,204.41501,206.5467,195.93822,229.24696,230.6977,242.79128,232.52304,228.55609,246.24783,247.49486,240.88982,237.54613,199.82405,198.20651,210.86992,243.97276,244.61476,244.97179,216.28116,210.67644,215.13297
175.1,4195.5923,26465.49,24924.742,11367.962,6101.24,31218.621,23232.006,4052.2627,8128.6333,11191.052,9605.37,50778.516,5938.686,24398.467,4225.8623,11374.784,6948.3794,11407.579,3953.445,4080.1892,4874.0703,4094.2944,3934.89,3605.4492,3955.4233,3864.3708,4111.6616,3627.7534,3571.7397,3416.8674,3828.0127,3673.3599,3737.2297,3271.4329,3144.3296,3106.349,4234.345,4032.4731,3820.1326,3653.1155,3690.9238,3493.8132,3371.0325,3321.984,3640.1099,3265.7898,3176.2917,3061.3572,3606.8132,3647.1433,3872.9004,3293.2612,3218.424,3115.5317,4965.712,4674.002,5068.0205,4091.9358,3914.1501,3750.4985,3997.6785,3892.8293,4173.3594,4042.99,4117.8916,3687.6067,3707.726,3767.5662,4070.3203,3424.7283,3457.4077,3306.4458,3753.483,3740.2688,4161.0654,3842.117,3770.2886,3564.8499,3603.9373,3497.6792,3823.63,3589.6387,3545.089,3363.2588,3209.6467,3156.3164,3522.4934,3114.694,3094.9597,3042.9966,5267.15,5175.9805,5291.234,4201.963,4293.689,4161.078,4075.7485,3940.5144,4026.6418,3690.9849,3717.5574,3609.5962,3817.531,3811.4546,3939.8054,3628.1523,3656.8342,3468.9937,3555.8389,3473.0486,4176.8604,4028.4417,3952.6272,3598.9604,4425.808,4303.134,4839.537,3639.062,3588.6917,3350.9941,3708.0957,3755.1655,4030.6804,3448.6091,3418.6094,3191.744
180.135,367.35513,343.78436,327.53375,800.24677,415.88388,364.66006,317.19736,369.73917,614.5915,891.4143,747.74945,522.09406,429.47467,317.47574,359.42587,786.44763,417.7113,711.833,154.0529,152.00641,166.25114,149.56349,147.14948,139.29509,147.65688,146.76616,168.80435,152.75505,152.3171,142.83939,149.11214,146.4551,142.45792,141.3135,142.20985,136.6316,167.29573,164.66167,169.08694,153.52336,154.12277,146.14076,140.69632,140.30656,158.42743,152.44374,152.28639,140.41438,156.80688,157.64478,167.82121,156.8863,155.99506,149.23164,162.73325,157.39713,163.57101,141.7898,139.07912,138.2063,172.1264,169.61145,183.49452,177.27872,180.03067,161.03928,147.22704,147.52405,149.12468,142.83475,144.38312,140.55298,176.74341,176.62729,206.53542,179.76698,169.6014,167.98297,168.0962,161.50195,172.49284,160.68748,158.25793,157.16516,153.75371,155.73622,167.53368,147.7549,147.1953,152.6672,172.5416,170.87425,170.23203,144.77893,144.91585,148.71368,175.03757,178.3803,170.22675,159.95094,160.29633,179.10075,155.8788,156.20793,157.706,150.49416,150.83331,150.10698,167.81438,162.21036,186.12788,172.445,170.16856,161.81653,172.08916,168.8506,181.82089,156.57907,155.271,151.2323,170.27177,172.31625,187.94731,170.81183,166.65192,156.24934
182.128,77.439514,172.72002,159.32555,75.404335,95.89773,199.31084,152.23737,78.7015,69.25389,76.82287,70.86865,298.63336,93.712875,156.131,82.38966,81.94755,98.141365,81.506874,121.56414,126.33985,140.83392,128.15266,126.07631,121.165665,128.94199,127.25993,142.35197,122.16526,120.60681,117.947845,120.27197,113.48666,116.55541,110.46425,109.398125,106.04037,145.30273,143.78186,142.8338,124.32901,124.47124,126.055,113.884315,112.498856,120.485054,113.06262,112.90657,110.23497,133.63153,133.54308,136.34294,117.56371,115.40406,116.20304,139.61244,135.45338,135.51193,119.78254,116.356895,117.0872,151.4352,149.91066,153.99355,147.49466,146.43282,141.74278,125.394394,125.97203,126.3421,112.48748,112.24511,115.35311,153.79759,152.94798,161.20627,142.89908,137.00491,143.78131,138.93645,131.43195,132.92618,122.58907,119.1905,125.85559,124.699585,125.200165,126.125916,109.58142,108.888794,117.71438,144.41367,142.81938,146.4459,129.43399,131.59291,127.34339,145.24323,146.6481,146.47977,131.82884,131.71127,140.14351,120.87591,121.28901,130.5515,123.53665,124.362946,116.16325,140.99783,141.07098,151.87315,142.30215,138.77647,143.55937,145.5458,142.04596,143.7089,121.04833,119.50767,121.51892,146.9892,147.89462,150.44495,127.46579,124.09966,124.908104
184.146,376593.94,399856.84,406018.7,626826.5,467087.9,434319.97,383370.22,369646.22,491309.03,690250.7,617220.4,608859.7,478392.56,387329.5,348608.12,602800.94,476718.97,561374.9,29531.973,28641.006,31099.07,23729.48,23889.078,25475.455,24133.73,23718.232,25756.947,24539.572,24492.975,23850.465,28597.54,28628.482,24538.893,21479.6,20916.033,21977.133,29703.549,28023.92,26608.105,24920.975,25515.588,25496.512,24410.604,24746.412,28169.633,25383.1,25342.201,24410.22,25411.672,25677.191,25615.967,25725.135,25398.887,25718.908,33725.215,32929.37,33973.08,24907.771,25152.732,26279.447,27246.68,26740.727,28241.84,27155.977,28962.904,26554.963,27328.156,27288.324,24983.66,23583.193,23549.572,24020.209,27780.717,28419.3,34576.324,28217.744,26809.055,27084.541,30014.525,31213.434,30366.822,28764.014,29128.254,30017.54,26231.395,26447.84,28147.537,23312.078,22703.336,27159.166,37442.082,36820.188,34000.383,21162.125,20951.83,23511.793,32669.336,31031.092,28105.775,25223.64,24982.895,27170.47,30559.613,30169.838,28784.451,26415.152,26433.41,27067.867,27880.04,27559.098,33395.92,28843.71,28450.309,29444.512,36531.305,35294.312,35851.645,26483.062,26684.54,28086.787,25913.113,26109.58,28997.193,28663.38,27791.262,27728.223
189.1,82.011154,192.31343,186.09145,118.84562,100.69332,216.68954,178.83008,79.994514,95.387184,133.9217,116.63653,318.6544,95.65554,182.57593,83.74315,123.279,102.55298,114.43937,92.54671,92.54257,98.453735,86.85205,86.14818,86.863144,87.563225,86.44727,98.77613,84.440605,83.87594,82.49772,89.40597,87.65016,84.56145,82.124954,82.09033,82.14395,101.016,100.25334,106.50032,91.63842,92.55216,90.03227,84.78125,85.260254,93.06225,88.09398,88.34115,84.884415,88.64877,88.62023,91.45338,80.95463,80.824425,79.94676,99.53226,96.999794,99.19094,85.09239,84.12422,85.04718,102.013,101.10703,104.95909,99.4165,98.43106,95.86353,89.32325,89.09316,87.86333,82.87386,81.94972,83.620415,102.07648,101.83726,107.557365,98.194626,95.39662,97.20066,96.12526,95.14006,95.065346,92.05235,91.41909,94.02746,90.84341,90.32179,90.376755,82.92621,82.74844,87.06883,104.10812,103.3465,103.309456,87.510475,88.264915,86.9234,112.04158,113.99964,99.96314,87.91902,87.47964,111.425476,91.64564,90.49137,92.82537,87.70282,87.96056,85.30386,94.17376,95.23966,109.25427,101.46624,100.14013,100.42618,103.527084,101.62894,106.53707,89.63934,89.303406,90.377426,96.45079,96.68482,100.52164,86.03006,84.481636,84.50164
202.1,216.56853,437.65207,455.21506,1038.8451,256.48535,516.05023,415.16437,230.9316,801.41754,1125.5874,845.99115,730.3799,269.06558,416.9078,237.25005,1057.469,277.10413,950.5197,396.03125,413.4655,486.5234,423.21332,409.7509,372.26147,420.59372,412.57272,438.74152,381.53552,376.9012,368.2964,411.36914,385.1393,376.28345,337.8354,329.45395,328.83597,464.45493,451.1256,434.09335,383.2058,385.85788,378.09845,351.31686,345.92664,374.38336,340.98416,337.44122,326.28558,415.32037,418.29068,432.60757,366.8692,355.90317,362.66525,498.3819,474.21964,489.78888,399.5329,380.24768,377.1355,445.96277,435.2524,459.39297,441.03836,444.65707,408.06424,399.6327,403.8721,420.8373,355.8592,354.38687,357.81232,430.01297,429.90845,471.8441,423.73923,409.56808,409.84445,403.66547,385.24615,395.925,366.91345,359.56277,360.9643,352.11884,355.71805,361.99283,331.70822,330.9354,348.34058,521.4733,517.549,507.19992,432.78842,438.36002,446.17474,462.34183,449.788,463.1857,416.00772,416.0606,405.94547,392.47778,400.28326,408.93405,375.33096,381.74268,355.43338,412.02872,404.82077,467.7877,428.82733,417.40955,408.58328,479.00613,463.78262,487.13876,379.4015,372.39117,367.78482,437.93033,442.39413,462.9087,386.19766,379.88397,372.93793
203.107,1144.7297,2441.9587,2290.4907,928.239,1993.5189,2895.2466,2153.4316,1076.3225,697.3705,886.8109,760.0617,4549.004,1861.3749,2265.4856,1081.3741,907.6453,2061.0732,965.8418,484.27457,482.34518,506.44684,448.55896,444.7222,451.45126,457.66394,449.0991,468.26868,436.3544,434.40057,430.8877,466.31625,462.27963,453.33588,438.68246,437.80817,435.6898,497.14224,480.8508,467.5132,443.83755,449.44543,440.97208,431.28418,431.6729,461.43698,444.7141,446.85617,432.77405,445.03464,448.0997,462.55435,450.88657,450.45343,438.278,530.5558,519.18726,519.9486,450.66855,449.20157,458.99167,470.22662,462.9578,479.98438,466.43713,473.92868,452.5707,464.79727,462.62415,459.66278,438.5937,440.19788,437.60696,466.89633,471.61133,533.73785,485.11105,472.4633,464.16357,476.32443,472.44537,483.93015,457.44507,455.47354,462.3189,492.6269,489.45282,529.1592,441.78113,438.00266,453.73242,558.84595,548.8052,558.91077,454.144,457.70895,454.19647,504.01196,496.56354,474.82584,437.99753,436.5907,484.5845,473.01202,466.81277,478.59708,462.3191,460.385,452.16776,450.67355,444.20703,500.23166,474.33112,468.1656,471.08167,527.92035,519.42224,537.92004,448.89697,447.5686,457.84238,453.98157,457.81775,486.68817,460.32794,456.10806,437.70676
204.1,306.40286,772.65576,747.4429,470.437,438.48825,898.5113,696.14465,298.10812,364.8276,494.4621,405.76828,1379.6088,406.71884,724.17114,305.29922,463.46002,456.64056,467.438,234.24725,234.88596,248.71391,221.15735,217.68817,220.36234,222.76671,218.94226,233.78275,209.81462,208.11821,207.83788,225.75455,221.83693,216.04723,205.76949,204.8352,205.0627,246.40793,239.88199,235.2765,216.18925,218.84291,218.98009,208.40462,208.55333,222.04123,211.70729,212.21764,206.583,225.69829,226.23274,231.77907,211.48479,209.72075,208.79953,255.30258,249.86871,253.74477,221.09325,218.04022,221.49356,242.56221,239.29951,247.88995,238.62416,240.94458,230.91684,226.6496,226.03893,221.6399,206.94675,206.79872,211.28381,243.03622,244.0076,267.80243,241.4007,234.69585,237.69304,238.24466,234.98428,238.4982,225.70937,223.00192,229.54692,230.37138,229.69838,237.9422,205.0789,203.1595,216.32133,266.09323,262.84726,264.2387,222.32077,224.72198,223.13872,246.27962,244.35161,239.42003,218.56403,217.6333,235.25209,229.80717,227.72601,235.29778,224.31175,224.83165,218.45789,228.73952,227.03958,252.67665,242.5469,239.16731,241.37556,255.30531,251.12294,259.6999,218.25775,217.1985,222.53107,237.4651,238.7386,248.21396,222.35333,219.047,216.28015
206.121,200.59053,317.25397,313.27036,371.41296,288.1749,336.91562,302.87717,201.82881,295.722,410.54013,350.83624,504.57648,256.9558,301.27863,207.08455,378.02362,286.59354,347.72324,207.64569,209.7976,231.1862,203.65323,200.13507,191.79437,200.62827,198.0933,221.74693,192.66805,190.7104,184.80333,203.47505,194.98607,186.44122,174.85234,172.82224,171.8091,231.78853,227.14641,231.34047,200.46385,200.23854,199.41862,182.69827,182.13916,199.64105,183.6827,183.13716,176.6328,207.72084,207.71448,214.21799,186.3557,183.41383,182.63153,235.11217,226.72855,234.73935,196.53816,190.47076,189.6941,235.8713,232.86826,241.58313,231.12369,232.31648,220.15828,199.31248,200.23253,200.37895,178.78156,179.09564,181.73665,239.41556,237.51306,252.69553,221.64429,214.07254,221.20807,216.95226,210.41977,214.08499,200.62767,197.82227,200.75763,190.97833,192.03122,195.80627,177.07039,176.08832,188.10161,250.1021,249.76797,240.40166,203.058,205.59883,207.2206,242.69577,240.9005,230.7214,206.83926,206.42638,223.64943,204.76848,204.68886,209.44772,193.6972,195.86993,188.39584,224.81992,224.50352,256.1266,235.13834,229.08156,230.00745,241.6418,233.40788,239.52185,195.55693,193.78528,193.39137,226.1612,227.29936,235.84407,201.82333,197.19154,195.23672
213.1,193.4913,580.6901,553.2541,380.43607,256.29092,631.4679,510.4714,177.95747,246.75516,370.40445,271.19067,1085.8156,227.10448,525.01855,186.22926,375.7621,258.25778,348.73602,492.24435,454.22577,395.38144,389.5728,391.35425,451.50995,417.0056,410.59396,336.51065,461.66183,477.29736,473.4527,475.22107,501.61377,513.6729,629.83325,666.82513,627.7283,365.88348,327.70868,258.75555,387.66727,422.69904,365.4398,471.6812,486.8977,536.1186,643.6431,661.94885,569.1152,339.40912,351.5356,342.49002,519.0266,541.59045,506.7547,405.96085,422.2972,388.67508,448.73856,479.91397,480.9243,269.59036,263.66803,264.87195,283.62527,310.81757,295.00473,463.75323,443.2919,434.4163,587.57574,589.46625,514.23584,256.50076,262.6431,325.57172,374.84418,385.07,297.89917,350.50525,391.36426,428.91626,462.18692,489.29773,436.06635,679.5544,674.59814,770.2817,658.8456,665.0232,596.2925,431.0647,403.90817,492.88098,419.35568,413.8151,372.38504,295.2034,305.12366,253.20226,307.1385,312.14795,367.46292,464.11655,433.38538,433.4929,497.81955,469.4146,520.1344,279.64386,266.26047,275.63925,267.50565,286.38098,274.22314,415.24738,428.30255,447.56018,511.90546,521.44885,504.2251,252.04198,250.29831,274.20755,442.92087,466.83817,406.89368
219.077,406.5382,359.10275,345.1161,99.87435,637.91077,431.69922,328.2378,385.26718,103.79096,113.74002,97.92479,568.3167,595.8796,339.61032,389.51117,120.391624,633.6417,123.41292,226.672,228.2045,246.99586,213.09715,208.92679,207.6834,212.54514,208.21979,233.88672,202.12265,200.53423,194.55826,217.22978,208.13687,202.36496,196.84787,196.77959,191.36455,245.43993,239.21309,248.47025,213.324,216.58305,207.65372,194.12633,194.0527,218.4444,204.81987,203.78365,192.06773,214.29137,215.40807,225.6372,202.48125,201.86691,195.16602,253.84972,245.76474,252.99507,212.73824,207.48401,207.47849,234.59698,230.8016,245.51591,232.99066,235.45624,218.78754,215.3522,214.3058,213.36737,195.8957,196.67662,195.77068,230.76094,232.1873,262.69656,238.3025,231.8959,226.47708,229.2854,225.43883,236.00075,222.71146,218.74747,218.4128,214.13126,215.23048,225.54335,204.20279,202.76047,211.67107,268.03183,265.8677,262.842,215.42723,218.11946,215.26369,264.52695,264.56165,238.17116,209.29546,207.9056,253.9881,219.6903,217.04141,225.37016,212.1074,212.22675,205.84998,220.11371,219.40216,268.23727,248.96942,244.26218,237.07759,255.32146,249.1405,262.73752,214.13136,212.76479,210.48148,225.9816,227.22276,246.12646,214.00937,211.13646,201.46983
222.091,1345.0371,1579.9169,1681.8892,2716.5906,1934.4034,1887.8604,1468.4976,1354.8634,1963.6191,2992.552,2229.0237,2843.0051,1686.6931,1479.0275,1365.8497,2516.5427,1920.3033,2478.241,805.69574,800.4721,848.43744,741.9709,725.4393,727.5986,710.54663,696.2193,753.5464,709.9953,706.10425,677.067,757.8911,722.5366,683.3804,668.83777,674.8255,657.8264,848.4401,810.13983,758.83856,736.4191,757.9403,746.65735,675.17957,681.0325,815.8181,764.67426,770.0903,700.27405,771.92566,778.15466,815.9845,757.5139,754.8951,730.8279,846.6802,822.8642,855.9719,712.9088,692.3986,691.5409,789.2796,780.12506,831.83844,813.5769,829.7769,757.89343,738.0993,731.3283,707.7608,681.1323,688.2075,677.47205,777.7157,800.9205,966.634,872.98816,860.9636,841.88135,883.54626,878.7289,920.67834,863.00854,843.8524,865.74774,784.98254,806.639,844.5401,752.0958,744.55505,827.51953,908.1429,903.3804,879.0751,705.83185,710.46173,729.6926,795.1595,769.1749,794.135,746.2191,739.232,789.1545,801.27655,789.2563,819.7054,769.4236,772.52155,753.82776,730.40076,715.5473,864.57184,901.29517,901.62665,873.164,878.14276,865.9297,923.8122,789.49457,785.20184,784.67163,794.0625,795.2112,880.8972,814.66394,799.8161,749.0288
