meta.name,Peak area - S10_GoatLiver_4 - No Normalization,Peak area - S11_ChickenLiver_3 - No Normalization,Peak area - S12_ChickenLiver_4 - No Normalization,Peak area - S13_ChickenHeart_5 - No Normalization,Peak area - S14_GoatLiver_5 - No Normalization,Peak area - S15_ChickenLiver_5 - No Normalization,Peak area - S16_ChickenLiver_6 - No Normalization,Peak area - S17_GoatLiver_6 - No Normalization,Peak area - S18_ChickenHeart_6 - No Normalization,Peak area - S1_ChickenHeart_1 - No Normalization,Peak area - S2_ChickenHeart_2 - No Normalization,Peak area - S3_ChickenLiver_1 - No Normalization,Peak area - S4_GoatLiver_1 - No Normalization,Peak area - S5_ChickenLiver_2 - No Normalization,Peak area - S6_GoatLiver_2 - No Normalization,Peak area - S7_ChickenHeart_3 - No Normalization,Peak area - S8_GoatLiver_3 - No Normalization,Peak area - S9_ChickenHeart_4 - No Normalization,Peak area - S10_QCS_1 - No Normalization,Peak area - S10_QCS_2 - No Normalization,Peak area - S10_QCS_3 - No Normalization,Peak area - S10_QCS_4 - No Normalization,Peak area - S10_QCS_5 - No Normalization,Peak area - S10_QCS_6 - No Normalization,Peak area - S11_QCS_1 - No Normalization,Peak area - S11_QCS_2 - No Normalization,Peak area - S11_QCS_3 - No Normalization,Peak area - S11_QCS_4 - No Normalization,Peak area - S11_QCS_5 - No Normalization,Peak area - S11_QCS_6 - No Normalization,Peak area - S12_QCS_1 - No Normalization,Peak area - S12_QCS_2 - No Normalization,Peak area - S12_QCS_3 - No Normalization,Peak area - S12_QCS_4 - No Normalization,Peak area - S12_QCS_5 - No Normalization,Peak area - S12_QCS_6 - No Normalization,Peak area - S13_QCS_1 - No Normalization,Peak area - S13_QCS_2 - No Normalization,Peak area - S13_QCS_3 - No Normalization,Peak area - S13_QCS_4 - No Normalization,Peak area - S13_QCS_5 - No Normalization,Peak area - S13_QCS_6 - No Normalization,Peak area - S14_QCS_1 - No Normalization,Peak area - S14_QCS_2 - No Normalization,Peak area - S14_QCS_3 - No Normalization,Peak area - S14_QCS_4 - No Normalization,Peak area - S14_QCS_5 - No Normalization,Peak area - S14_QCS_6 - No Normalization,Peak area - S15_QCS_1 - No Normalization,Peak area - S15_QCS_2 - No Normalization,Peak area - S15_QCS_3 - No Normalization,Peak area - S15_QCS_4 - No Normalization,Peak area - S15_QCS_5 - No Normalization,Peak area - S15_QCS_6 - No Normalization,Peak area - S16_QCS_1 - No Normalization,Peak area - S16_QCS_2 - No Normalization,Peak area - S16_QCS_3 - No Normalization,Peak area - S16_QCS_4 - No Normalization,Peak area - S16_QCS_5 - No Normalization,Peak area - S16_QCS_6 - No Normalization,Peak area - S17_QCS_1 - No Normalization,Peak area - S17_QCS_2 - No Normalization,Peak area - S17_QCS_3 - No Normalization,Peak area - S17_QCS_4 - No Normalization,Peak area - S17_QCS_5 - No Normalization,Peak area - S17_QCS_6 - No Normalization,Peak area - S18_QCS_1 - No Normalization,Peak area - S18_QCS_2 - No Normalization,Peak area - S18_QCS_3 - No Normalization,Peak area - S18_QCS_4 - No Normalization,Peak area - S18_QCS_5 - No Normalization,Peak area - S18_QCS_6 - No Normalization,Peak area - S1_QCS_1 - No Normalization,Peak area - S1_QCS_2 - No Normalization,Peak area - S1_QCS_3 - No Normalization,Peak area - S1_QCS_4 - No Normalization,Peak area - S1_QCS_5 - No Normalization,Peak area - S1_QCS_6 - No Normalization,Peak area - S2_QCS_1 - No Normalization,Peak area - S2_QCS_2 - No Normalization,Peak area - S2_QCS_3 - No Normalization,Peak area - S2_QCS_4 - No Normalization,Peak area - S2_QCS_5 - No Normalization,Peak area - S2_QCS_6 - No Normalization,Peak area - S3_QCS_1 - No Normalization,Peak area - S3_QCS_2 - No Normalization,Peak area - S3_QCS_3 - No Normalization,Peak area - S3_QCS_4 - No Normalization,Peak area - S3_QCS_5 - No Normalization,Peak area - S3_QCS_6 - No Normalization,Peak area - S4_QCS_1 - No Normalization,Peak area - S4_QCS_2 - No Normalization,Peak area - S4_QCS_3 - No Normalization,Peak area - S4_QCS_4 - No Normalization,Peak area - S4_QCS_5 - No Normalization,Peak area - S4_QCS_6 - No Normalization,Peak area - S5_QCS_1 - No Normalization,Peak area - S5_QCS_2 - No Normalization,Peak area - S5_QCS_3 - No Normalization,Peak area - S5_QCS_4 - No Normalization,Peak area - S5_QCS_5 - No Normalization,Peak area - S5_QCS_6 - No Normalization,Peak area - S6_QCS_1 - No Normalization,Peak area - S6_QCS_2 - No Normalization,Peak area - S6_QCS_3 - No Normalization,Peak area - S6_QCS_4 - No Normalization,Peak area - S6_QCS_5 - No Normalization,Peak area - S6_QCS_6 - No Normalization,Peak area - S7_QCS_1 - No Normalization,Peak area - S7_QCS_2 - No Normalization,Peak area - S7_QCS_3 - No Normalization,Peak area - S7_QCS_4 - No Normalization,Peak area - S7_QCS_5 - No Normalization,Peak area - S7_QCS_6 - No Normalization,Peak area - S8_QCS_1 - No Normalization,Peak area - S8_QCS_2 - No Normalization,Peak area - S8_QCS_3 - No Normalization,Peak area - S8_QCS_4 - No Normalization,Peak area - S8_QCS_5 - No Normalization,Peak area - S8_QCS_6 - No Normalization,Peak area - S9_QCS_1 - No Normalization,Peak area - S9_QCS_2 - No Normalization,Peak area - S9_QCS_3 - No Normalization,Peak area - S9_QCS_4 - No Normalization,Peak area - S9_QCS_5 - No Normalization,Peak area - S9_QCS_6 - No Normalization
148.12,656.0571,1133.4663,1065.6044,1088.5059,940.2874,1609.4349,993.59595,654.03436,828.27136,1157.1595,921.08264,2032.3104,854.0658,950.0453,665.9146,1021.89764,940.96094,982.9391,541.408,539.36865,552.7876,476.0616,463.7083,476.372,503.1073,491.64072,517.013,459.2415,456.05624,456.05908,495.80035,475.9758,467.1603,418.55737,407.39764,408.6476,560.1326,539.57056,514.29584,514.5444,522.67957,531.6549,474.29572,468.17307,505.5444,448.11777,440.57263,456.97824,545.7748,543.35187,555.3721,493.91434,477.54306,487.1194,587.08716,566.8488,579.6731,490.3091,472.01974,478.624,548.9516,541.8773,556.06134,539.42346,538.7755,532.42584,512.95447,513.34,511.92056,454.3347,448.39215,470.23038,572.54944,568.07074,602.69476,552.89105,546.26575,557.0332,560.4781,559.26086,562.81036,533.80273,516.2676,540.7076,466.28503,474.59042,464.74475,408.28906,404.8889,460.67847,608.5613,600.6845,598.6118,516.3051,523.323,525.3004,529.5424,520.4262,557.83185,514.31537,508.99225,515.0735,500.85495,503.8451,534.8872,488.48126,497.15955,460.28137,487.0332,488.23795,537.2709,554.9213,557.2566,549.242,587.1421,571.488,590.89734,501.60315,494.22397,492.71976,550.12006,551.43744,578.7927,528.9976,510.27106,511.25546
158.086,72.5941,188.78555,175.54817,97.54706,97.39241,248.561,172.56348,76.15167,95.95082,106.45531,95.51403,305.38678,88.74086,165.05544,80.942764,103.50988,100.79413,98.11839,150.25844,152.83255,160.95079,140.21574,136.7157,137.89177,141.44128,139.07147,154.42772,135.50287,134.67316,129.34492,134.23749,129.46086,131.37938,119.627045,116.64676,114.3797,176.34955,174.41162,173.96729,163.24237,162.15561,163.69826,144.12514,139.3276,141.99008,126.74517,123.77558,131.68886,178.2873,177.00406,186.09216,162.85464,156.49516,155.53113,164.72856,158.4401,163.54727,141.5982,135.89049,137.88185,174.84221,173.37335,178.61415,172.27605,171.6986,168.45662,146.82806,148.13847,148.60936,130.39207,131.15286,136.56256,192.55986,189.02414,211.97667,183.51591,174.40642,176.37483,172.65497,162.42657,172.88895,152.35495,143.05592,151.56155,137.90083,139.99973,144.32758,119.59876,117.49043,130.41833,165.43619,164.51921,163.95088,145.46936,147.86522,150.08745,171.50333,173.38994,175.46767,157.13927,154.80081,168.49266,142.7852,145.90926,153.04909,139.99568,143.36868,135.44391,170.12354,169.32256,182.65302,176.21518,173.56285,171.13963,170.78098,165.43552,169.70251,143.14398,140.02126,140.79073,187.71632,188.96893,198.12082,175.61652,167.27649,165.84999
162.172,1161.6398,2242.1323,2186.523,879.703,1567.3336,3018.1433,2065.8276,1173.7008,741.5994,874.5016,826.95703,3785.1147,1552.0928,1995.8363,1187.894,880.7909,1605.435,761.0022,1404.3378,1433.6027,1647.651,1266.6315,1202.2709,1170.915,1241.493,1201.7975,1274.6449,1057.179,1045.8684,1052.1967,1225.904,1126.6012,1081.8282,912.74426,878.1035,900.7991,1557.535,1482.4719,1332.6624,1204.5349,1210.3016,1303.1737,1096.7617,1069.4198,1089.045,911.5085,901.8643,1004.5755,1286.0883,1272.1113,1240.8033,1005.6369,963.6935,1042.4259,1683.9921,1550.6199,1664.871,1206.0382,1128.0925,1104.8354,1527.0751,1485.467,1517.3975,1439.5834,1413.9843,1392.8251,1187.3523,1204.1619,1214.3744,1002.6165,985.74945,1045.4717,1412.8689,1384.7057,1232.3477,1136.0149,1152.4084,1301.2958,1258.6455,1268.6619,1174.9247,1134.8324,1117.2827,1185.0322,998.7811,1008.2865,879.34094,796.07825,802.44763,921.57526,1928.1012,1919.2754,1803.1844,1439.7417,1477.0525,1526.9506,1458.6118,1375.8756,1547.7012,1314.2487,1316.8696,1168.2653,1178.5302,1214.516,1295.2186,1119.4095,1151.5266,1025.949,1252.7927,1290.564,1463.6693,1346.9342,1332.1364,1357.2505,1636.7892,1535.8334,1570.8296,1046.9951,1019.26526,1047.0886,1357.3574,1360.8302,1335.9453,1073.653,1024.8931,1125.6415
163.17,420.61398,504.04434,531.26404,847.0721,583.64136,702.3447,489.98035,414.98148,661.4694,931.66437,736.95575,882.8768,544.47504,445.5804,410.95715,798.8398,586.5275,773.0224,257.80054,259.08878,277.3397,236.12016,228.70425,228.39183,244.00606,238.94897,254.46036,229.04254,228.38937,223.12047,235.8866,226.54929,224.57703,209.08908,205.95253,202.38649,278.2784,269.6758,266.88574,253.26723,253.66818,252.24803,228.6612,224.30751,236.35088,215.94476,212.55446,218.37294,264.13724,263.17584,273.84494,248.97397,243.82536,239.12401,284.17654,270.99698,283.80447,237.55963,228.17447,228.92094,269.6089,265.4744,275.6509,266.6279,267.59888,257.79776,242.44753,243.16437,246.22008,222.47395,223.25058,225.30774,284.77142,280.60272,308.53162,273.58362,263.90353,266.17056,264.20245,257.31058,266.8042,246.10878,236.75002,244.06393,224.07372,227.77362,227.68303,208.72964,207.71501,221.07588,299.56003,296.36548,294.20523,252.92891,255.99385,257.57886,273.57828,273.04202,277.95044,249.84521,248.70245,263.2619,237.16325,240.81783,250.04308,230.12804,233.93768,220.78722,249.33069,249.12517,279.25674,268.37674,265.97272,261.10623,286.5509,276.395,289.04996,236.82414,232.4697,231.34999,272.61276,273.9297,289.76846,264.924,256.36914,249.00021
166.108,379.3951,1037.6086,978.62366,466.8172,515.32245,1462.0544,926.28235,372.5208,351.20697,362.13135,327.8249,1884.5657,477.96835,877.4721,371.80814,383.8989,522.7134,434.9971,243.40538,245.76839,246.21848,219.17175,217.3277,224.93217,222.50543,218.73256,239.12701,213.91942,212.66338,208.7386,220.64896,214.1068,212.54678,193.36565,189.54245,193.4865,287.2151,281.72803,269.37552,255.3194,255.04126,274.96255,238.97704,233.24384,233.647,210.03664,207.30653,223.3187,286.05066,281.66537,278.7495,243.62926,234.64761,246.4573,258.50583,252.43494,253.17696,223.93773,217.55217,222.64452,286.27652,284.33694,280.86893,270.83234,265.6238,276.9397,241.19986,242.62202,235.50148,211.31947,209.10248,222.39415,312.91974,307.0245,316.14917,278.20682,271.60773,290.03427,284.3242,273.3376,274.2979,251.25606,238.80353,258.1492,223.9586,225.77245,222.39288,191.40799,190.0313,215.07185,257.51868,257.19012,253.39456,225.16707,228.39143,234.9487,276.9258,275.80136,280.004,248.37213,242.64287,262.9438,237.99849,241.87672,254.90303,232.77719,238.91582,224.1551,270.1147,273.47382,277.2561,277.3878,274.43906,289.0219,276.88287,268.9368,264.75116,230.08269,226.17601,234.10524,299.6169,300.19897,299.26367,264.88925,250.64989,272.07285
175.1,3596.564,26627.725,25555.375,11825.74,4909.7773,36992.996,24115.725,3811.3616,7556.349,9309.267,7520.562,48909.918,4431.7036,22789.352,3888.7341,9695.923,5416.47,10034.692,4108.0073,4141.6157,4731.473,3805.771,3547.1272,3281.2085,3817.047,3682.7388,3892.49,3256.2537,3234.0696,3090.5642,3523.344,3347.4111,3344.636,2897.7283,2839.5618,2748.084,4218.969,3960.0962,3751.5688,3546.1042,3581.685,3457.7217,3133.084,3069.6697,3363.8547,2894.5845,2810.2031,2831.7417,3411.558,3419.1267,3564.8923,3074.0334,3015.7427,2853.627,4801.48,4434.691,4868.676,3721.217,3460.3162,3230.2234,4091.9229,3962.1316,4246.73,4074.72,4121.733,3721.043,3460.1614,3510.5999,3761.5989,3070.4766,3127.8857,2988.871,3866.6924,3805.8303,3886.2466,3541.0684,3533.788,3569.6892,3598.9604,3595.5398,3742.0566,3553.7434,3446.9487,3350.7,2993.8936,3019.7795,3150.9907,2864.7046,2887.52,2832.4075,5297.006,5195.584,5245.234,4345.8555,4427.6987,4421.391,4096.8833,4025.7441,4277.6797,3827.0361,3853.274,3723.4922,3528.8472,3619.949,3822.9546,3406.961,3460.0137,3140.1267,3509.4858,3497.6973,4068.3623,3748.097,3747.8047,3537.1113,4553.8545,4354.2046,4772.8228,3287.8508,3199.2222,2992.6748,3571.0654,3615.0388,3902.9478,3369.3982,3263.9163,3041.3691
180.135,369.07935,377.39706,346.05148,888.0085,432.0519,448.48444,339.02213,364.51816,665.04364,962.99817,783.09155,553.4735,436.535,325.93372,358.73874,845.33453,435.11295,779.64795,185.71136,185.26216,187.21043,170.28845,167.86147,170.72539,175.21475,173.79208,191.41391,175.41432,175.25548,169.39528,175.64758,176.12505,171.22937,162.68318,160.92398,162.33382,204.84785,203.47215,209.73828,200.2451,198.6444,197.08476,183.7014,181.24577,187.31238,173.6753,171.5673,174.8646,207.76001,206.69305,217.48436,202.3637,197.54504,192.90305,189.17204,186.52327,192.20334,175.78348,171.23195,174.29251,202.18967,201.07567,207.93129,202.62315,203.51901,197.63661,185.15808,185.31815,184.09848,170.8813,171.38959,176.83464,224.6232,221.46541,254.68298,224.43364,213.52661,211.205,211.17178,203.18344,217.37271,196.81229,189.96037,192.49811,181.5223,182.58168,188.05359,166.97148,165.78511,174.89615,185.98721,185.00735,187.06795,171.4576,172.05751,175.29681,206.8512,211.2013,203.8521,186.94656,184.50752,212.49608,187.78204,188.55977,189.06578,177.51825,180.62389,177.82195,202.1339,200.58011,214.6831,210.73888,208.73172,204.78723,199.58377,197.22417,206.1228,188.3162,185.72824,185.61043,217.18706,218.31711,231.94794,218.68907,210.97464,204.54317
182.128,78.04036,176.11188,161.65257,66.112015,91.654594,232.22015,155.54161,81.63081,61.749504,60.3027,63.5881,295.76288,88.024536,149.51846,84.96404,67.329994,94.867935,60.298805,140.40909,143.07126,148.34915,132.57892,130.33694,131.28796,135.35022,133.25568,145.41245,128.40813,127.44982,124.10732,126.24857,122.31238,126.19374,115.80995,113.426865,111.547005,162.98346,161.53983,158.8836,149.67375,149.34425,150.3275,134.66821,130.58562,133.38513,119.97828,117.98211,123.98792,155.86879,154.59755,158.91597,139.05199,134.69543,135.80728,151.54828,146.5168,149.32637,132.89368,128.77475,130.32767,161.26575,160.19315,163.59715,158.56929,156.56615,155.05232,137.41208,138.40286,140.04507,125.64263,125.37546,128.82172,169.30342,166.92189,173.84886,157.67162,153.75334,158.31503,155.21524,148.04814,151.99568,138.92233,132.702,140.00449,130.40065,131.97794,132.60231,113.57502,112.63411,121.76174,152.56783,151.2702,152.80263,139.71324,141.40729,139.82222,158.09357,159.60506,159.89748,145.187,143.56741,155.0639,131.51501,134.13159,143.70229,132.8643,135.29669,126.30507,152.52771,152.8763,161.6481,157.01842,155.1721,154.4768,156.63377,152.42236,154.94315,133.00989,130.31638,131.56323,164.2862,164.87402,168.63264,148.77666,143.19257,145.71799
184.146,389811.94,421201.7,418405.53,675215.25,495795.53,507027.66,405891.84,373053.56,520596.16,698677.9,592795.9,613422.7,498058.44,383241.0,359849.2,622937.06,493633.84,621656.06,35858.156,35753.832,34205.582,30733.092,29863.926,30169.855,31140.852,30202.395,31722.24,29345.16,29320.697,28263.453,30767.64,30708.71,28848.002,27697.5,27398.861,27056.143,35169.395,32701.426,32467.904,31011.541,30200.898,34118.21,32727.25,32391.275,31704.398,30631.338,30721.705,31637.242,36230.234,35870.562,34296.062,34241.47,33741.598,33911.805,35566.035,35797.477,35447.004,31188.44,29603.02,30705.18,36121.453,35317.105,35615.145,34945.887,36298.227,35489.055,34609.668,35012.07,33250.945,27791.35,28042.752,30107.002,41331.477,40645.61,46274.223,37730.95,35613.402,37743.63,40095.74,39804.387,39526.566,34736.52,33685.363,35112.34,30713.193,31524.914,31323.559,28369.44,28091.97,31177.232,32419.492,31908.584,34241.914,29682.016,29920.871,32028.152,37019.81,36457.242,35614.113,30451.03,30047.746,32766.723,35441.72,36827.055,34382.234,30933.6,31800.94,31943.54,37540.297,36898.71,38588.75,36133.555,35088.848,38337.387,39845.55,39563.05,38682.33,32405.137,32158.97,33439.867,36482.895,36809.117,39086.18,39057.5,37120.33,37362.68
189.1,86.38561,203.71675,196.52982,124.24799,103.292656,255.00656,186.86327,86.95465,95.40085,119.10583,106.96977,321.09018,96.37173,179.44598,90.748955,116.57003,103.514946,108.98433,102.12505,102.567696,104.75353,92.11238,91.57069,94.13704,96.70273,95.22841,104.73368,92.249535,91.73071,90.69388,96.28843,95.04426,92.66231,87.17851,86.04978,87.48404,116.82817,115.50557,117.13018,108.21904,108.2939,108.11095,98.376396,97.02774,101.977325,93.16159,92.37603,94.273285,106.071815,105.08355,108.36991,95.912575,94.377304,93.769844,107.67685,104.84745,107.12271,94.3387,92.62292,94.0871,112.79854,112.01605,113.46522,109.96683,108.41287,108.77572,99.9967,100.10845,99.528885,92.221954,91.423096,93.634094,117.80889,116.145325,118.72044,108.72809,106.91299,110.867935,109.61526,107.82627,108.17082,102.854546,99.865974,104.44818,95.50199,95.97465,95.32498,87.46301,87.42919,92.84958,109.08426,108.071526,108.60482,97.4395,98.29756,97.4854,118.08264,119.817345,110.76835,99.994316,98.566246,117.58041,98.34125,99.000084,103.203545,96.23321,97.539505,93.38202,104.66103,105.71232,115.26221,112.97576,112.45549,111.31088,112.35303,109.46502,112.915855,99.74568,98.50228,99.15216,112.648735,112.91216,115.80605,103.38969,99.96667,101.9948
202.1,233.1778,457.75812,446.13083,1145.3434,283.70755,600.5708,422.59714,239.6942,794.6297,1320.9532,902.93695,743.2588,276.6752,401.057,243.28514,1097.8035,310.54926,974.99646,425.9514,432.0371,485.67825,405.99756,387.43448,365.73743,404.6309,397.03973,425.87067,378.4401,376.74872,361.74216,382.9848,366.0123,364.43774,333.23557,325.2195,316.53217,469.41788,453.4693,442.42014,409.8195,408.65598,393.71512,359.6865,348.9744,365.4836,328.82196,322.3225,327.39883,436.34286,437.1787,460.09183,415.8959,400.87396,394.58456,489.10812,457.6161,489.52875,395.63745,374.80634,366.52844,450.09155,439.7055,465.40723,448.62747,451.9674,420.26294,382.0823,388.00052,404.5125,355.1547,362.2304,354.36966,466.40164,458.25903,502.10037,446.1744,426.8927,425.9893,419.04562,397.66345,419.64005,376.33337,362.20987,363.83673,348.37183,353.50858,356.38422,319.07446,317.29025,335.8577,524.9568,522.3184,506.6971,434.94247,442.02707,452.99936,462.79376,456.72635,479.2397,424.62695,425.5028,415.87842,377.8093,389.0655,399.7664,362.98517,370.352,345.5717,415.80417,413.44098,469.84488,428.76584,420.03018,404.77426,478.46838,457.57504,482.90244,367.2396,357.28928,345.56473,454.5861,459.60464,487.26755,436.72095,421.65607,401.31268
203.107,1197.8196,2481.42,2386.8691,689.5743,1903.0789,3409.744,2252.805,1155.5237,486.8662,485.7158,458.92032,4401.4185,1709.5063,2155.031,1141.6277,531.98315,1878.5502,631.2958,530.35785,519.80615,530.8941,474.43903,463.57654,468.32492,500.50885,489.62042,497.77505,460.03687,458.63174,458.58987,489.6439,478.61957,462.42975,436.7385,437.49588,442.97205,535.653,516.3962,507.72437,494.59552,497.2048,498.5078,469.72473,465.1397,483.18683,457.97943,456.27768,454.37613,515.3601,514.3414,528.51697,493.12695,485.38687,475.5478,565.78094,553.6032,556.31586,485.18835,471.8568,486.97418,517.7661,511.3216,524.4905,510.85733,517.81244,504.06064,514.163,512.2317,508.18393,465.04724,463.5155,478.44785,560.66266,553.85944,611.7729,542.8437,527.39764,529.17584,535.14154,517.69366,538.1152,500.34872,482.81873,495.92072,507.85825,511.2946,537.5551,466.0634,463.45654,473.52618,571.5944,561.6065,569.99255,497.66153,503.07217,500.08615,534.2655,534.05115,529.06525,486.7142,482.34985,519.8466,483.23468,488.42477,505.26697,474.46765,480.7506,457.79602,493.79767,489.79044,528.5357,506.78403,506.4519,508.74075,564.96075,552.54504,563.83514,479.88568,474.40454,481.1103,523.8755,527.46313,557.05475,524.6239,510.4141,494.0025
204.1,299.3469,788.8344,769.7879,513.82526,419.25928,1054.375,730.75696,299.12512,375.2813,502.59247,369.35504,1346.5629,376.7569,695.7107,303.62637,445.0511,417.40625,464.79135,266.4446,264.96353,269.6124,241.55695,236.85193,241.947,250.32262,245.8302,256.3482,233.48608,232.21864,232.18651,243.2078,239.12894,237.09085,219.19142,216.67462,218.60297,280.22446,273.44412,268.71793,258.02213,258.6411,262.52066,242.60823,238.98149,245.80212,227.45175,225.61047,231.81769,273.5944,272.22446,278.30878,255.233,249.0994,250.46577,282.96765,276.28497,281.61993,248.34207,241.2542,246.8084,274.77042,271.96268,276.58774,268.68442,269.9137,267.0406,258.6139,258.07166,255.87576,232.68199,231.46028,242.44136,297.5096,293.69604,315.19992,282.4268,275.52545,279.58438,280.63568,272.97678,281.33502,260.38367,250.36952,258.92133,249.08224,251.63509,253.77661,221.67325,219.48965,235.94073,284.2408,281.20987,282.53088,250.95747,253.31483,253.23764,279.24167,278.65662,277.29788,252.72867,249.72018,268.8705,250.52603,253.19456,263.21988,243.68855,247.90471,235.47983,261.69995,261.41525,280.73666,272.7367,271.11578,272.70798,286.9096,281.44388,288.0196,246.46445,242.62874,247.48012,281.8281,283.06976,294.18393,272.12952,263.57953,262.98364
206.12099999999998,210.71124,338.09634,328.36865,427.67664,288.31607,401.92178,320.42722,212.12204,325.54977,450.63376,369.8675,509.96036,256.30872,302.93643,218.07686,406.23984,286.85678,372.0464,235.96562,237.43723,253.29869,213.99825,208.7981,206.77422,215.22548,211.13698,231.58499,203.2574,202.30281,195.68802,215.6918,209.2458,201.15485,183.44968,179.47704,179.6372,262.83597,259.43073,261.60474,239.15701,236.14705,238.3342,216.23051,210.97714,215.03064,192.45387,189.6683,198.19977,244.14575,242.72722,252.05121,220.9836,214.1117,214.76381,256.85263,246.88998,257.5108,213.25636,205.37549,206.3907,259.4803,256.27774,264.09692,255.03201,254.74086,247.03452,220.80641,222.62265,222.60034,196.43027,196.8767,202.58899,268.97687,264.96936,280.20126,248.93625,241.9345,248.5325,246.2727,239.709,244.50314,224.24863,216.73276,223.6761,206.82939,208.34538,209.3991,181.3145,180.07144,194.89015,266.4719,265.81158,260.20712,224.47173,227.3011,234.10822,267.8019,266.87488,261.5908,231.36253,228.56616,248.26566,222.81346,227.35265,230.01555,208.85568,213.41994,203.994,249.05412,250.0012,276.831,258.19455,254.30542,250.68617,263.68948,255.69368,262.8483,212.69888,209.05817,209.34557,256.97153,258.38864,269.7125,237.74518,228.70625,229.15904
213.1,217.18242,572.0325,567.46674,286.24088,287.69803,784.7406,524.3154,206.10587,196.74857,197.31688,161.9161,1099.029,258.27475,455.05228,207.4652,256.78998,277.01236,220.80165,531.46014,486.06076,417.5107,457.24823,454.30637,500.77533,579.5694,567.0884,457.8453,508.53445,513.2454,568.3978,607.6824,608.9758,557.16113,612.6221,647.0981,663.7532,352.74216,330.02884,335.2061,386.67484,404.62784,346.42728,440.02985,469.33026,557.50543,641.9951,661.90497,532.5727,359.56564,369.02878,394.92456,467.1347,486.66763,442.74588,474.97238,513.7551,456.06226,501.91003,526.56824,578.2366,330.8211,327.44067,330.53067,340.8322,368.7596,352.99484,607.709,576.9091,550.70874,593.745,583.8783,585.6473,371.47778,372.129,435.23956,439.307,429.02496,370.2473,395.94278,423.6335,448.0958,473.84702,507.01224,454.2236,734.69635,726.449,808.65924,747.7436,755.7388,656.62775,432.3992,409.9535,479.51334,488.58685,478.9424,413.55035,347.34537,360.7743,319.31635,367.94327,378.136,409.8648,487.07205,456.79163,444.7571,484.93207,463.08392,485.58365,332.51764,319.08972,319.5481,320.9462,330.8668,331.42792,458.153,478.8987,478.67883,559.9551,573.9724,588.41095,334.10196,337.31244,373.60648,451.0767,476.00165,392.12524
219.077,444.28162,371.6837,366.25543,101.63548,629.853,491.6923,349.2516,424.1965,106.227036,117.13396,112.2833,575.9001,581.6794,331.93192,417.935,110.03615,612.9589,105.62594,254.28874,253.08582,262.19196,224.16057,218.89673,221.92096,233.68834,228.53961,243.97719,216.4824,215.38899,211.95123,232.04831,228.36803,221.56113,206.12709,203.70374,203.84177,269.77902,263.85397,268.38126,249.46951,249.89792,244.89423,224.22072,221.98409,237.50368,217.59595,214.76814,214.09384,249.91502,248.6581,263.16412,235.40201,231.84737,223.95454,273.8521,264.30746,273.50085,231.47707,224.33171,226.39143,260.10443,256.88577,264.89423,255.77356,256.11407,249.25446,239.98164,239.86223,238.384,215.86452,216.05516,219.68394,273.9755,270.11856,292.9925,264.1699,256.96774,256.15503,257.5682,255.43063,264.22263,245.54182,237.00919,241.76338,229.8987,232.27274,240.64117,213.05305,211.86446,219.63843,277.87103,275.16806,276.05267,237.36166,239.86003,238.3739,275.27414,274.37936,261.79288,233.58003,230.89264,266.55917,235.54321,237.36812,243.93687,223.44373,226.51059,217.66087,239.49095,240.80142,276.2222,267.7253,265.82288,258.1904,276.22867,268.7851,281.5284,236.34532,233.01285,230.55559,259.06244,259.86975,275.85223,250.72592,243.50883,234.92067
222.09099999999998,1379.76,1602.3799,1691.5056,3040.1519,1875.38,2227.434,1558.2231,1372.8201,2097.426,3249.8408,2394.8792,2840.1516,1663.6117,1385.6987,1406.8932,2641.887,1839.4264,2621.109,978.3316,967.6441,958.9424,860.105,848.9604,908.22284,892.9598,876.2661,916.2419,856.87164,856.3517,851.06366,878.0829,896.3157,900.1756,855.7676,845.94714,860.3283,997.8223,966.7296,978.69147,1002.93616,1017.2145,1024.7861,928.55664,934.76465,1049.4585,971.5135,962.2456,958.6351,1043.756,1038.136,1099.0668,1024.3538,1011.19995,971.48395,1023.29816,1001.55817,1037.245,925.1073,901.8627,918.00793,984.7462,980.2775,1015.4283,985.7456,993.78503,980.0854,957.01605,948.1421,930.13684,872.43945,866.77594,909.4048,1121.3947,1112.246,1322.2517,1165.0529,1120.4342,1089.426,1122.8091,1120.7596,1179.1936,1104.7631,1066.2919,1098.6945,931.01733,947.92444,995.70154,906.52466,897.0857,972.2662,1010.63354,995.5691,1009.12384,870.9745,875.5732,881.33496,980.7286,973.4525,986.48517,902.044,882.01227,1014.9683,994.6761,979.85803,1024.3008,953.4592,964.9082,939.125,911.50653,908.79675,1044.4127,1118.0944,1122.6711,1095.0564,1046.7926,1043.5396,1106.0768,1044.4412,1038.5776,1036.1187,1051.8639,1051.5731,1148.3066,1107.0026,1076.38,1027.6772
